          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori loc_km_diff      ix      ix
        1021      38.572     140.980       1.088      38.571     140.982       0.195   15106    8229
        1022      38.778     141.098      11.672      38.778     141.098       0.053   15191    8080
        1023      38.778     141.099      11.685      38.778     141.099       0.059   15192    8080
        1024      38.638     141.069       7.258      38.638     141.069       0.029   15170    8181
        1025      38.638     141.069       7.258      38.638     141.069       0.029   15170    8181
        1026      38.772     140.999      19.590      38.771     141.000       0.084   15120    8085
        1027      38.578     141.070      21.485      38.578     141.070       0.054   15171    8224
        1028      38.578     141.070      21.485      38.578     141.070       0.054   15171    8224
        1029      38.524     140.909     548.781      38.524     140.909       0.034   15055    8263
        1030      38.527     140.948     568.960      38.527     140.949       0.094   15083    8261
        1031      38.530     141.008       1.374      38.531     141.007       0.138   15126    8259
        1032      38.528     141.059     726.675      38.527     141.059       0.163   15163    8260
        1033      38.497     141.119     752.694      38.497     141.119       0.057   15206    8283
        1034      38.437     141.115     755.162      38.437     141.114       0.056   15203    8326
        1035      38.406     141.148     473.443      38.406     141.149       0.098   15227    8348
        1036      38.378     141.169       4.399      38.379     141.170       0.125   15242    8368
        1037      38.541     140.610      28.466      38.541     140.611       0.050   14840    8251
        1038      38.603     140.683     117.437      38.603     140.682       0.076   14892    8206
        1039      38.559     140.855     450.403      38.558     140.855       0.115   15016    8238
        1040      38.528     141.059     726.675      38.528     141.059       0.052   15163    8260
        1041      38.360     141.142       7.902      38.342     141.168       3.033   15223    8381
        1042      38.431     140.891      81.789      38.432     140.891       0.083   15042    8330
        1043      38.428     140.928     199.873      38.428     140.929       0.070   15069    8332
        1044      38.435     140.997     303.643      38.436     140.996       0.080   15118    8327
        1045      38.440     141.067     427.874      38.440     141.068       0.071   15169    8324
        1046      38.437     141.113     458.210      38.437     141.113       0.026   15202    8326
