        ID       lat       lon        area    Type     ix1   iy1     ix2   iy2  elv_outlet   elv_gauge    elv_upst  dst_outlet    dst_upst
      4593    34.941   135.910      3735.0       1     775   664     775   663       77.70       78.53       81.79        0.60        0.46
      4594    34.937   135.913       190.2       1     776   664     777   663       81.61       81.61       90.09        0.00        8.69
      4595    34.931   135.916      3927.8       1     775   665     775   664       72.47       77.48       77.70        1.85        0.46
      4596    34.945   136.003       155.5       1     781   664     782   664      161.94      173.88      197.35        0.38        0.76
      4597    34.916   136.077        88.0       1     785   666     785   667      259.74      259.74      268.98        0.00        2.78
      4598    34.877   136.060        62.1       1     784   668     784   669      275.05      280.47      288.01        1.20        1.93
      4599    34.955   135.967       164.9       1     779   663     779   664      100.11      100.11      112.48        0.00        1.52
      4600    34.909   135.934        40.7       1     777   666     778   666       83.15      129.20      158.07        2.04        1.52
      4601    34.873   135.960        19.8       1     778   668     779   669      205.43      231.21      255.11        1.58        0.76
      4602    34.873   136.052        14.4       1     783   668     782   669      285.83      285.83      302.05        0.00        6.14
      4603    34.941   135.916       189.9       1     776   664     777   663       81.61       81.61       90.09        0.00        8.69
      4604    35.120   136.098        28.6       1     787   654     788   655       86.96       87.91       94.17        0.98        6.58
      4605    35.095   135.899         4.6       1     774   655     773   655       82.32       87.66      117.11        1.06        3.32
      4606    35.128   135.922        18.0       1     775   653     774   653       86.75       86.75      105.27        0.00        5.53
      4607    35.155   135.923        15.6       1     777   651     775   651       81.79       91.42       93.67        3.64        0.38
      4608    35.398   136.026         7.3       1     782   637     781   637       82.60       85.15      108.55        1.14        1.95
      4609    35.251   135.966         3.5       1     778   645     777   645       81.79       88.91      188.01        1.06        1.36
      4610    35.023   135.772       138.1       1     767   659     766   657       33.74       38.77       55.96        1.39        3.78
      4611    35.317   136.022         8.4       1     781   641     780   641       85.56       87.06       91.04        0.38        2.08
      4612    35.313   136.001        33.9       1     781   642     779   642       84.24       99.08      103.79        1.95        0.76
      4613    35.323   136.003         5.1       1     780   641     778   641       91.04       94.53      139.47        0.76        6.78
      4614    35.230   135.863        41.0       1     772   647     772   648      322.41      327.73      365.75        0.46        4.02
      4615    35.352   135.919       187.2       1     776   640     775   640      164.01      166.06      169.83        0.84        0.60
      4616    35.344   136.019         1.4       3     782   640    -999  -999       91.47       97.32     -999.00        1.44     -999.00
      4617    35.363   135.972       287.0       1     779   639     778   639      111.40      117.55      119.67        1.95        0.38
